mapineq,policy,regional,agencyID,id,Name.en,Name.fr,Name.de,version,uri,urn,isExternalReference,isFinal,validFrom,validTo,dsdRef
1,,1,ESTAT,NAMA_10R_2GVAGR,Gross domestic product (GDP) and Gross value added (GVA) in volume by NUTS 2 regions,Produit intérieur brut (PIB) et Valeur ajoutée brute (VAB) aux prix de production par région NUTS 2 en volume,Bruttoinlandsprodukt (BIP) und Bruttowertschöpfung (BWS) zu Herstellungspreisen nach NUTS-2-Regionen in Volumen,1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:NAMA_10R_2GVAGR(1.0),TRUE,FALSE,NA,NA,NA
1,,1,ESTAT,NAMA_10R_2HHINC,Income of households by NUTS 2 regions,Revenus des ménages par région NUTS 2,Haushaltseinkommen nach NUTS-2-Regionen,1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:NAMA_10R_2HHINC(1.0),TRUE,FALSE,NA,NA,NA
1,,1,ESTAT,NAMA_10R_2LP10,Compensation per employee and hours worked per employed person by NUTS 2 regions and by industry,Rémunération par salarié et heures travaillées par personnes ayant un emploi par région NUTS2 et par branche d’activité,Arbeitnehmerentgelt pro Arbeitnehmer und Arbeitsstunden pro erwerbstätiger Person  nach NUTS-2-Regionen und Industrien,1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:NAMA_10R_2LP10(1.0),TRUE,FALSE,NA,NA,NA
1,,1,ESTAT,NAMA_10R_2NLP,Nominal Labour productivity by NUTS 2 regions,Productivité nominale du travail par région NUTS 2,Nominale Arbeitsproduktivität nach NUTS-2-Regionen,1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:NAMA_10R_2NLP(1.0),TRUE,FALSE,NA,NA,NA
1,,1,ESTAT,NAMA_10R_2RLP,Real Labour productivity by NUTS 2 regions,Productivité réelle du travail par région NUTS 2,Reale Arbeitsproduktivität nach NUTS-2-Regionen,1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:NAMA_10R_2RLP(1.0),TRUE,FALSE,NA,NA,NA
1,,1,ESTAT,NAMA_10R_3EMPERS,Employment (thousand persons) by NUTS 3 regions,Emploi (milliers de personnes) par région NUTS 3,Erwerbstätige (Tausend Personen) nach NUTS-3-Regionen,1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:NAMA_10R_3EMPERS(1.0),TRUE,FALSE,NA,NA,NA
1,,1,ESTAT,NAMA_10R_3GDP,Gross domestic product (GDP) at current market prices by NUTS 3 regions,Produit intérieur brut (PIB) aux prix courants du marché par région NUTS 3,Bruttoinlandsprodukt (BIP) zu laufenden Marktpreisen nach NUTS-3-Regionen,1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:NAMA_10R_3GDP(1.0),TRUE,FALSE,NA,NA,NA
1,,1,ESTAT,NAMA_10R_3GVA,Gross value added at basic prices by NUTS 3 regions,Valeur ajoutée brute aux prix de production par région NUTS 3,Bruttowertschöpfung zu Herstellungspreisen nach NUTS-3-Regionen,1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:NAMA_10R_3GVA(1.0),TRUE,FALSE,NA,NA,NA
1,,1,ESTAT,NAMA_10R_3NLP,Nominal Labour productivity by NUTS 3 regions,Productivité nominale du travail par région NUTS 3,Nominale Arbeitsproduktivität nach NUTS-3-Regionen,1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:NAMA_10R_3NLP(1.0),TRUE,FALSE,NA,NA,NA
1,,1,ESTAT,NAMA_10R_3POPGDP,Average annual population to calculate regional GDP data (thousand persons) by NUTS 3 regions,"Population annuelle moyenne utilisée pour le calcul des données PIB régionaux (milliers de personnes), par région NUTS3","Bevölkerung im Jahresdurchschnitt zur Berechnung des BIP (Tausend Personen), nach NUTS-3-Regionen",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:NAMA_10R_3POPGDP(1.0),TRUE,FALSE,NA,NA,NA
1,,1,ESTAT,NRG_CHDDR2_A,Cooling and heating degree days by NUTS 3 regions - annual data,Degrés-jours de chauffage et de refroidissement par région NUTS 3 - données annuelles,Heizgradtage und Kühlgradtage nach NUTS-3-Regionen - jährliche Daten,1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:NRG_CHDDR2_A(1.0),TRUE,FALSE,NA,NA,NA
1,,1,ESTAT,NRG_CHDDR2_M,Cooling and heating degree days by NUTS 3 regions - monthly data,Degrés-jours de chauffage et de refroidissement par région NUTS 3 - données mensuelles,Heizgradtage und Kühlgradtage nach NUTS-3-Regionen - monatliche Daten,1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:NRG_CHDDR2_M(1.0),TRUE,FALSE,NA,NA,NA
1,,1,ESTAT,PAT_EP_RIPC,"Patent applications to the EPO by priority year by NUTS 3 regions, international patent classification (IPC) sections and classes","Demandes de brevets déposées auprès de l'OEB par année de priorité, ventilées par région NUTS 3, sections et classes de la classification internationale des brevets (CIB)","Patentanmeldungen beim EPA nach Prioritätsjahr, nach NUTS-3-Regionen, Sektionen und Klassen der Internationalen Patentklassifikation (IPK)",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:PAT_EP_RIPC(1.0),TRUE,FALSE,NA,NA,NA
1,,1,ESTAT,PAT_EP_RTEC,High-tech patent applications to the EPO by priority year by NUTS 3 regions,Demandes de brevets de haute technologie déposées auprès de l'OEB par année de priorité par région NUTS 3,"Hochtechnologie-Patentanmeldungen beim EPA nach Prioritätsjahr, nach NUTS-3-Regionen",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:PAT_EP_RTEC(1.0),TRUE,FALSE,NA,NA,NA
1,,1,ESTAT,PAT_EP_RTOT,Patent applications to the EPO by priority year by NUTS 3 regions,Demandes de brevets déposées auprès de l'OEB par année de priorité par région NUTS 3,"Patentanmeldungen beim EPA nach Prioritätsjahr, nach NUTS-3-Regionen",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:PAT_EP_RTOT(1.0),TRUE,FALSE,NA,NA,NA
1,,1,ESTAT,PROJ_19RAASFR3,"Assumptions for fertility rates by age, type of projection and NUTS 3 region","Hypothèses sur le taux de fécondité par âge, type de projection et région NUTS 3","Annahmen zu Geburtenraten nach Alter, Art der Vorausberechnung und NUTS 3 Regionen",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:PROJ_19RAASFR3(1.0),TRUE,FALSE,NA,NA,NA
1,,1,ESTAT,PROJ_19RAASMR3,"Assumptions for probability of dying by age, sex, type of projection and NUTS 3 region","Hypothèses sur la probabilité de décès par âge, sexe, type de projection et région NUTS 3","Annahmen zur Sterbewahrscheinlichkeit nach Alter, Geschlecht, Art der Vorausberechnung und NUTS 3 Regionen",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:PROJ_19RAASMR3(1.0),TRUE,FALSE,NA,NA,NA
1,,1,ESTAT,PROJ_19RALEXP3,"Projected life expectancy by age (reached during the year), sex, type of projection and NUTS 3 region","Espérance de vie projetée par âge (atteint pendant l'année), sexe, type de projection et région NUTS 3","Projizierte Lebenserwartung nach Alter (Während des Jahres erreichtes), Geschlecht, Art der Vorausberechnung und NUTS 3 Regionen",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:PROJ_19RALEXP3(1.0),TRUE,FALSE,NA,NA,NA
1,,1,ESTAT,PROJ_19RANMIG3,"Assumptions for net migration by age, sex, type of projection and NUTS 3 region","Hypothèses sur le solde migratoire par âge, sexe, type de projection et région NUTS 3","Annahmen zum Wanderungssaldo nach Alter, Geschlecht, Art der Vorausberechnung und NUTS 3 Regionen",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:PROJ_19RANMIG3(1.0),TRUE,FALSE,NA,NA,NA
1,,1,ESTAT,PROJ_19RDBI3,Demographic balances and indicators by type of projection and NUTS 3 region,Bilans et indicateurs démographiques par type de projection et région NUTS 3,Demographischen Bilanzen und Indikatoren nach Art der Vorausberechnung und NUTS 3 Regionen,1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:PROJ_19RDBI3(1.0),TRUE,FALSE,NA,NA,NA
1,,1,ESTAT,PROJ_19RDTH3,"Projected deaths by age, sex, type of projection and NUTS 3 region","Décès projetés par âge, sexe, type de projection et région NUTS 3","Projizierte Sterbefälle nach Alter, Geschlecht, Art der Vorausberechnung und NUTS 3 Regionen",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:PROJ_19RDTH3(1.0),TRUE,FALSE,NA,NA,NA
1,,1,ESTAT,PROJ_19RP3,"Population on 1st January by age, sex, type of projection and NUTS 3 region","Population au 1er janvier par âge, sexe, type de projection et région NUTS 3","Bevölkerung am 1. Januar nach Alter, Geschlecht, Art der Vorausberechnung und NUTS 3 Regionen",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:PROJ_19RP3(1.0),TRUE,FALSE,NA,NA,NA
1,,1,ESTAT,RD_E_BERDCOST,BERD by NACE Rev. 1.1 activity and type of expenditure (1981-2010),DIRDE par activité de la NACE Rév. 1.1 et type de coûts (1981-2010),Bruttoausgaben für FuE im Unternehmenssektor nach NACE Rev. 1.1 Tätigkeit und Ausgabenart (1981-2010),1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:RD_E_BERDCOST(1.0),TRUE,FALSE,NA,NA,NA
1,,1,ESTAT,RD_E_BERDCOSTR2,BERD by NACE Rev. 2 activity and type of expenditure,DIRDE par activité de la NACE Rév. 2 et type de coûts,Bruttoausgaben für FuE im Unternehmenssektor nach NACE Rev. 2 Tätigkeit und Ausgabenart,1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:RD_E_BERDCOSTR2(1.0),TRUE,FALSE,NA,NA,NA
1,,1,ESTAT,RD_E_BERDFUND,BERD by NACE Rev. 1.1 activity and source of funds (1981-2010),DIRDE par activité de la NACE Rév. 1.1 et source de financement (1981-2010),Bruttoausgaben für FuE im Unternehmenssektor nach NACE Rev. 1.1 Tätigkeit und Finanzierungsquelle (1980-2010),1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:RD_E_BERDFUND(1.0),TRUE,FALSE,NA,NA,NA
1,,1,ESTAT,RD_E_BERDFUNDR2,BERD by NACE Rev. 2 activity and source of funds,DIRDE par activité de la NACE Rév. 2 et source de financement,Bruttoausgaben für FuE im Unternehmenssektor nach NACE Rev. 2 Tätigkeit und Finanzierungsquelle,1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:RD_E_BERDFUNDR2(1.0),TRUE,FALSE,NA,NA,NA
1,,1,ESTAT,RD_E_BERDIND,BERD by NACE Rev. 1.1 activity (1981-2010),DIRDE par activité de la NACE Rév. 1.1 (1981-2010),Bruttoausgaben für FuE im Unternehmenssektor nach NACE Rev. 1.1 Tätigkeit (1981-2010),1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:RD_E_BERDIND(1.0),TRUE,FALSE,NA,NA,NA
1,,1,ESTAT,RD_E_BERDINDR2,BERD by NACE Rev. 2 activity,DIRDE par activité de la NACE Rév. 2,Bruttoausgaben für FuE im Unternehmenssektor nach NACE Rev. 2 Tätigkeit,1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:RD_E_BERDINDR2(1.0),TRUE,FALSE,NA,NA,NA
1,,1,ESTAT,RD_E_BERDPFR2,BERD by industry orientation (NACE Rev. 2 activity),DIRDE par domaine de produit d'activité de la NACE Rév. 2,Bruttoausgaben für FuE im Unternehmenssektor nach Produktfeldern (NACE Rev. 2 Tätigkeiten),1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:RD_E_BERDPFR2(1.0),TRUE,FALSE,NA,NA,NA
1,,1,ESTAT,RD_E_BERDSIZE,BERD by size class and source of funds,DIRDE par classe de taille de l'entreprise et source de financement,Bruttoausgaben für FuE im Unternehmenssektor nach Größenklasse und Finanzierungsquelle,1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:RD_E_BERDSIZE(1.0),TRUE,FALSE,NA,NA,NA
1,,1,ESTAT,RD_P_PERSREG,"R&D personnel and researchers by sector of performance, sex and NUTS 2 regions","Ensemble du personnel de R&D et chercheurs par secteur d'exécution, sexe et région NUTS 2","FuE-Personal und Forscher nach Leistungssektor, Geschlecht und NUTS-2-Regionen",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:RD_P_PERSREG(1.0),TRUE,FALSE,NA,NA,NA
1,,1,ESTAT,REG_AREA3,Area by NUTS 3 region,Superficie par région NUTS 3,Fläche nach NUTS 3 Regionen,1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:REG_AREA3(1.0),TRUE,FALSE,NA,NA,NA
1,,1,ESTAT,SBS_CRE_RREG,"Number of local units, persons employed and wages and salaries by NUTS 2 regions","Nombre d'unités locales, personnes occupées, salaires et traitements par région NUTS 2","Anzahl der örtlichen Einheiten, Beschäftigte und Löhne und Gehälter nach NUTS-2-Regionen",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:SBS_CRE_RREG(1.0),TRUE,FALSE,NA,NA,NA
1,,1,ESTAT,SBS_R_3F_MY,Multi yearly statistics by NUTS 2 regions (NUTS 2006),Statistiques pluriannuelles par région NUTS 2 (NUTS 2006),Mehrjährliche Statistiken nach NUTS-2-Regionen (NUTS 2006),1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:SBS_R_3F_MY(1.0),TRUE,FALSE,NA,NA,NA
1,,1,ESTAT,SBS_R_3K_MY_R2,"Multiannual statistics for distributive trades (NACE Rev. 2, G) by NUTS 2 regions","Statistiques pluriannuelles des activités du commerce (NACE Rév. 2, G) par région NUTS 2","Mehrjährliche Statistiken für den Handel (NACE Rev. 2, G) nach NUTS-2-Regionen",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:SBS_R_3K_MY_R2(1.0),TRUE,FALSE,NA,NA,NA
1,,1,ESTAT,SBS_R_NUTS03,SBS data by NUTS 2 regions (NUTS 2006) and NACE Rev. 1.1 (1995-2007),Données SSE (SBS) par région NUTS 2 (NUTS 2006) et par NACE Rév. 1.1 (1995-2007),SUS Daten (SBS) nach NUTS-2-Regionen (NUTS 06) und NACE Rev. 1.1 (1995-2007),1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:SBS_R_NUTS03(1.0),TRUE,FALSE,NA,NA,NA
1,,1,ESTAT,SBS_R_NUTS06_R2,SBS data by NUTS 2 regions and NACE Rev. 2 (from 2008 onwards),Données SSE (SBS) par région NUTS 2 et par NACE Rév. 2 (à partir de 2008),SUS Daten (SBS) nach NUTS-2-Regionen und NACE Rev. 2 (ab 2008),1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:SBS_R_NUTS06_R2(1.0),TRUE,FALSE,NA,NA,NA
1,,1,ESTAT,TEPSR_LM220,Gender employment gap by NUTS 2 regions,Écart d'emploi entre les hommes et les femmes par région NUTS 2,Geschlechtsspezifische Unterschiede bei der Beschäftigung nach NUTS-2-Regionen,1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TEPSR_LM220(1.0),TRUE,FALSE,NA,NA,NA
1,,1,ESTAT,TGS00002,Total and land area by NUTS 2 region,Superficie totale et superficie terrestre par région NUTS 2,Gesamtfläche und Landfläche nach NUTS-2-Region,1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TGS00002(1.0),TRUE,FALSE,NA,NA,NA
1,,1,ESTAT,TGS00003,Regional gross domestic product by NUTS 2 regions - million EUR,Produit intérieur brut régional par région NUTS 2 - millions d'EUR,Regionales Bruttoinlandsprodukt nach NUTS-2-Regionen - Millionen EUR,1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TGS00003(1.0),TRUE,FALSE,NA,NA,NA
1,,1,ESTAT,TGS00004,Regional gross domestic product (million PPS) by NUTS 2 regions,"Produit intérieur brut régional (Mio. SPA), par région NUTS 2","Regionales Bruttoinlandsprodukt (Mio. KKS), nach NUTS-2-Regionen",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TGS00004(1.0),TRUE,FALSE,NA,NA,NA
1,,1,ESTAT,TGS00005,Regional gross domestic product (PPS per inhabitant) by NUTS 2 regions,"Produit intérieur brut régional (SPA par habitant), par région NUTS 2","Regionales Bruttoinlandsprodukt (KKS je Einwohner), nach NUTS-2-Regionen",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TGS00005(1.0),TRUE,FALSE,NA,NA,NA
1,,1,ESTAT,TGS00006,Regional gross domestic product (PPS per inhabitant in % of the EU27 (from 2020) average) by NUTS 2 regions,"Produit intérieur brut régional (SPA par habitant en % de la moyenne de l'UE27 (à partir de 2020)), par région NUTS 2","Regionales Bruttoinlandsprodukt (KKS je Einwohner in % des EU27 (ab 2020) Durchschnitts), nach NUTS-2-Regionen",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TGS00006(1.0),TRUE,FALSE,NA,NA,NA
1,,1,ESTAT,TGS00007,Employment rate of the age group 15-64 by NUTS 2 regions,"Taux d'emploi des personnes âgées de 15 à 64 ans, par région NUTS 2","Erwerbstätigenquote der Altersgruppe 15-64, nach NUTS-2-Regionen",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TGS00007(1.0),TRUE,FALSE,NA,NA,NA
1,,1,ESTAT,TGS00024,Population density by NUTS 2 region,Densité de la population par région NUTS 2,Bevölkerungsdichte nach NUTS-2-Region,1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TGS00024(1.0),TRUE,FALSE,NA,NA,NA
1,,1,ESTAT,TGS00026,Disposable income of private households by NUTS 2 regions,"Revenu disponible des ménages privés, par région NUTS 2","Verfügbares Einkommen der privaten Haushalte, nach NUTS-2-Regionen",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TGS00026(1.0),TRUE,FALSE,NA,NA,NA
1,,1,ESTAT,TGS00036,Primary income of private households by NUTS 2 regions,"Revenus primaires des ménages, par région NUTS 2","Primäreinkommen der privaten Haushalte, nach NUTS-2-Regionen",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TGS00036(1.0),TRUE,FALSE,NA,NA,NA
1,,1,ESTAT,TGS00037,Real growth rate of regional gross value added (GVA) at basic prices by NUTS 2 regions,"Taux de croissance réelle de la valeur ajoutée brute (VAB) aux prix du marché, par région NUTS 2",Reale Wachstumsrate der regionalen Bruttowertschöpfung (BWS) zu Herstellungspreisen nach NUTS-2-Regionen,1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TGS00037(1.0),TRUE,FALSE,NA,NA,NA
1,,1,ESTAT,TGS00038,Human resources in science and technology (HRST) by NUTS 2 regions,"Ressources humaines en sciences et technologies (RHST), par région NUTS 2","Humanressourcen in Wissenschaft und Technik (HRST), nach NUTS-2-Regionen",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TGS00038(1.0),TRUE,FALSE,NA,NA,NA
1,,1,ESTAT,TGS00039,Employment in high-tech sectors by NUTS 2 regions,Emploi dans les secteurs de haute technologie par régions NUTS 2,Beschäftigung in der Hochtechnologie-Branche nach NUTS-2-Regionen,1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TGS00039(1.0),TRUE,FALSE,NA,NA,NA
1,,1,ESTAT,TGS00040,Patent applications to the European patent office (EPO) by priority year by NUTS 2 regions,"Demandes de brevets déposées auprès de l'office européen des brevets (OEB) par année de priorité, par région NUTS 2","Patentanmeldungen beim Europäischen Patentamt (EPA) nach Prioritätsjahr, nach NUTS-2-Regionen",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TGS00040(1.0),TRUE,FALSE,NA,NA,NA
1,,1,ESTAT,TGS00041,High-tech patent applications to the European patent office (EPO) by priority year by NUTS 2 regions,"Demandes de brevets de haute technologie déposées auprès de l'office européen des brevets (OEB) par année de priorité, par région NUTS 2","Hochtechnologie-Patentanmeldungen beim Europäischen Patentamt (EPA) nach Prioritätsjahr, nach NUTS-2-Regionen",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TGS00041(1.0),TRUE,FALSE,NA,NA,NA
1,,1,ESTAT,TGS00042,Intramural R&D expenditure (GERD) by NUTS 2 regions,Dépenses intra-muros de R&D (DIRD) par région NUTS 2,Interne FuE-Ausgaben (GERD) nach NUTS-2-Regionen,1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TGS00042(1.0),TRUE,FALSE,NA,NA,NA
1,,1,ESTAT,TGS00043,"Researchers, all sectors by NUTS 2 regions","Chercheurs, ensemble des secteurs, par région NUTS 2","Wissenschaftler, alle Sektoren, nach NUTS-2-Regionen",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TGS00043(1.0),TRUE,FALSE,NA,NA,NA
1,,1,ESTAT,TGS00047,Households that have internet access at home by NUTS 2 regions,"Ménages ayant un accès à l'internet à domicile, par région NUTS 2","Haushalte mit Internetzugang, nach NUTS-2-Regionen",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TGS00047(1.0),TRUE,FALSE,NA,NA,NA
1,,1,ESTAT,TGS00048,Households that have broadband access by NUTS 2 regions,"Ménages ayant un accès à large bande, par région NUTS 2","Haushalte mit Breitbandzugang, nach NUTS-2-Regionen",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TGS00048(1.0),TRUE,FALSE,NA,NA,NA
1,,1,ESTAT,TGS00049,"Percentage of households with broadband access in relation to households with internet access, by NUTS 2 regions","Ménages ayant une connexion à large bande parmi les ménages disposant d'un accès internet, par région NUTS 2","Anteil der Haushalte mit Breitbandzugang bezogen auf Haushalte mit Internetzugang, nach NUTS-2 Regionen",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TGS00049(1.0),TRUE,FALSE,NA,NA,NA
1,,1,ESTAT,TGS00050,Individuals regularly using the internet by NUTS 2 regions,Personnes utilisant régulièrement l'internet par région NUTS 2,"Anteil der Personen, die regelmäßig das Internet nutzen, nach NUTS-2-Regionen",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TGS00050(1.0),TRUE,FALSE,NA,NA,NA
1,,1,ESTAT,TGS00051,Individuals who have never used a computer by NUTS 2 regions,Particuliers n'ayant jamais utilisé un ordinateur par région NUTS 2,"Personen, die noch nie einen Computer benutzt haben, nach NUTS-2-Regionen",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TGS00051(1.0),TRUE,FALSE,NA,NA,NA
1,,1,ESTAT,TGS00052,Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,"Particuliers ayant commandé des biens ou des services sur l'internet pour leur usage privé au cours de l'année précédente, par région NUTS 2","Personen, die im letzten Jahr Waren oder Dienstleistungen für den privaten Gebrauch über das Internet bestellt haben, nach NUTS-2-Regionen",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TGS00052(1.0),TRUE,FALSE,NA,NA,NA
1,,1,ESTAT,TGS00054,Employment rate of the age group 55-64 by NUTS 2 regions,"Taux d'emploi des personnes âgées de 55 à 64 ans, par région NUTS 2","Erwerbstätigenquote der Altersgruppe 55-64, nach NUTS-2-Regionen",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TGS00054(1.0),TRUE,FALSE,NA,NA,NA
1,,1,ESTAT,TGS00057,All causes of death by NUTS 2 regions,"Toutes causes de décès, par région NUTS 2","Alle Todesursachen, nach NUTS-2-Regionen",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TGS00057(1.0),TRUE,FALSE,NA,NA,NA
1,,1,ESTAT,TGS00058,Death due to cancer by NUTS 2 regions,"Décès dus au cancer, par région NUTS 2","Tod durch Krebs, nach NUTS-2-Regionen",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TGS00058(1.0),TRUE,FALSE,NA,NA,NA
1,,1,ESTAT,TGS00059,Death due to ischaemic heart diseases by NUTS 2 regions,"Décès dus aux cardiopathies ischémiques, par région NUTS 2","Tod durch ischämische Herzkrankheiten, nach NUTS-2-Regionen",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TGS00059(1.0),TRUE,FALSE,NA,NA,NA
1,,1,ESTAT,TGS00060,Death due to accidents by NUTS 2 regions,"Décès dus aux accidents, par région NUTS 2","Tod durch Unfälle, nach NUTS-2-Regionen",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TGS00060(1.0),TRUE,FALSE,NA,NA,NA
1,,1,ESTAT,TGS00061,Death due to transport accidents by NUTS 2 regions,"Décès dus aux accidents de transport, par région NUTS 2","Tod durch Transportmittelunfälle, nach NUTS-2-Regionen",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TGS00061(1.0),TRUE,FALSE,NA,NA,NA
1,,1,ESTAT,TGS00062,Physicians or doctors by NUTS 2 regions,"Médecins, par région NUTS 2","Ärzte, nach NUTS-2-Regionen",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TGS00062(1.0),TRUE,FALSE,NA,NA,NA
1,,1,ESTAT,TGS00063,Dentists by NUTS 2 regions,"Dentistes, par région NUTS 2","Zahnärzte, nach NUTS-2-Regionen",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TGS00063(1.0),TRUE,FALSE,NA,NA,NA
1,,1,ESTAT,TGS00064,Available beds in hospitals by NUTS 2 regions,"Lits d'hôpital disponibles, par région NUTS 2","Verfügbare Betten in Krankenhäusern, nach NUTS-2-Regionen",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TGS00064(1.0),TRUE,FALSE,NA,NA,NA
1,,1,ESTAT,TGS00096,Population on 1 January by NUTS 2 region,Population au 1er janvier par région NUTS 2,Bevölkerung am 1. Januar nach NUTS-2-Region,1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TGS00096(1.0),TRUE,FALSE,NA,NA,NA
1,,1,ESTAT,TGS00097,Live births by NUTS 2 region,Naissances vivantes par région NUTS 2,Lebendgeburten nach NUTS-2-Region,1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TGS00097(1.0),TRUE,FALSE,NA,NA,NA
1,,1,ESTAT,TGS00098,Deaths by NUTS 2 region,Décès par région NUTS 2,Sterbefälle nach NUTS-2-Region,1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:TGS00098(1.0),TRUE,FALSE,NA,NA,NA
